,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
CCT7,0.2044149,0.26226112,-0.0155986445,0.5233048,-0.007835593,-0.014995743,0.036023576,0.5424721,0.03279405,1.7496873,0.30931717,-0.016622977,1.2668817,1.4693224,0.7641332,0.09686408
CD101,0.846086,0.15639079,-0.0139641715,0.50635123,-0.0069426885,-0.011782396,-0.0043982267,-0.001819767,-0.0016456789,1.4383935,0.030928351,-0.013138569,0.93402255,1.0828537,0.8102823,0.8148576
CD14,-0.0029189398,0.37697458,-0.010262664,0.19401348,-0.0074787107,-0.015286801,0.36016357,0.83985096,0.6438831,1.4680322,0.47209,-0.012844422,1.1141043,1.1334467,0.05756698,-0.005001011
CD151,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
CD160,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
CD163,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
CD180,-0.023879513,5.5871243,-0.054875363,-0.03823755,-0.045680154,-0.063490815,6.185129,5.936914,7.9971075,6.7646613,2.381884,-0.08454408,6.3390136,7.2143874,-0.027110917,-0.049982
CD19,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
CD1B,0.8219273,0.16033946,-0.01313973,0.4520453,-0.006781527,-0.011068477,-0.004514349,-0.0018190516,-0.0017802104,1.4229478,0.02754224,-0.012750868,0.8732744,0.98842883,0.81089264,0.81486815
CD1C,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
CD1D,-0.01871412,2.613914,-0.04011568,-0.023046115,-0.041590083,-0.04994434,3.852799,3.7552967,5.9895835,5.2963285,2.5786138,-0.06891109,4.870295,5.5980945,-0.009615153,-0.038520023
CD1E,-0.023755945,5.4773083,-0.05360971,-0.037564695,-0.03873219,-0.051627405,6.1382594,5.513732,7.308951,6.2423267,2.9552028,-0.07331456,6.1678567,7.329487,-0.026086757,-0.047520302
CD2,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
CD200,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
CD22,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
CD226,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
CD24,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
CD244,-0.022141106,5.5539975,-0.05452748,-0.03776156,-0.0455177,-0.06431215,6.2909575,5.8291087,7.788925,6.8514376,2.5330112,-0.084128276,6.3273473,7.2929745,-0.026678847,-0.050049596
CD247,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
CD248,0.66764694,0.13124707,-0.013833022,0.64439636,-0.006918048,-0.012719742,-0.0037193727,0.019122705,-0.002102075,1.505105,0.07632569,-0.0140379965,1.0450357,1.1446955,0.88887066,0.58229333
CD27,-0.006836206,0.6938918,-0.018287487,0.21318853,-0.0068899402,-0.019515859,0.9239413,1.3851018,0.78198373,1.8872868,0.7073335,-0.017771281,1.6761723,2.0406325,0.10058637,-0.0080563575
CD28,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
CD2AP,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
CD300A,-0.026235048,4.909283,-0.046604395,-0.0316443,-0.0323485,-0.060488824,5.208427,5.3428216,7.19652,6.000254,2.93061,-0.07376169,6.0135303,6.746393,-0.027183566,-0.04704272
CD300C,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
CD300E,-0.031481374,4.3630657,-0.049573872,-0.023654396,-0.040005278,-0.056634225,4.88704,5.348534,7.070329,6.384319,2.909317,-0.0704609,6.2524467,6.399367,-0.015622485,-0.048330467
CD300LB,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
CD300LF,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
CD302,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
CD320,-0.023295412,5.5544767,-0.05553409,-0.037569094,-0.04467566,-0.0646812,6.209197,5.8290043,7.9011946,6.9056373,2.5197916,-0.0850459,6.435597,7.3923826,-0.02646992,-0.04925247
CD33,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
CD34,0.87326396,0.106468484,-0.0108081745,0.50071824,-0.0045103673,-0.009228955,-0.006474015,-0.0018636541,-0.0047693946,1.2933042,0.007849023,-0.013999787,0.79051983,0.76934296,0.9228786,0.7270537
CD36,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
CD37,-0.0005064286,0.42585126,-0.018651577,0.46752834,-0.009314868,-0.017653145,0.5216609,0.944874,0.30039594,1.8944745,0.46889186,-0.018675469,1.4673384,1.8110379,0.6651066,-0.0029296475
CD38,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
CD3D,-0.010281682,1.6854131,-0.022729725,-0.005161603,-0.010013045,-0.02523174,1.8419485,2.0604427,2.073657,2.4573283,0.9200777,-0.025568902,2.330512,2.741846,-0.008039193,-0.015218956
CD3E,-0.0068362067,0.69389176,-0.018287487,0.21318856,-0.0068899402,-0.019515859,0.9239413,1.3851018,0.7819837,1.8872867,0.7073335,-0.017771281,1.6761721,2.0406325,0.100586414,-0.008056358
CD3G,-0.00707577,0.6407031,-0.017543575,0.26235366,-0.005855221,-0.01917355,0.83990264,1.3455336,0.72214526,1.8121029,0.7414163,-0.016825123,1.6400436,1.9874572,0.093946934,-0.007866759
CD4,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
CD40,-0.023296017,5.555133,-0.055525295,-0.037575178,-0.04468282,-0.06468597,6.2094693,5.827586,7.9003863,6.9056287,2.5209215,-0.08504564,6.4351187,7.3917065,-0.02647173,-0.049256504
CD40LG,-0.018744005,5.4049425,-0.046023507,-0.03277812,-0.046792414,-0.05490324,5.228784,5.4243026,7.0375657,6.467381,1.8020698,-0.07135166,5.1674514,5.9399333,-0.01865762,-0.039501674
CD44,-0.0009875917,0.44162095,-0.013812307,0.4750293,-0.006390051,-0.015013207,0.37796372,0.73729354,0.47298503,1.4995967,0.5538133,-0.012891631,1.3282473,1.4378115,0.39302486,-0.0039082156
CD47,-0.0015582714,0.31413487,-0.01619485,0.5877863,-0.00748143,-0.017303696,0.3059029,0.8078552,0.2305153,1.8149242,0.47752142,-0.016853882,1.4958844,1.6501315,0.6666332,-0.0027742696
CD5,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
CD52,0.6963235,0.12801063,-0.013625302,0.65590703,-0.006767546,-0.012176837,-0.0038279872,0.020336993,-0.002614889,1.4661776,0.09126171,-0.0134238815,1.0053889,1.1352917,0.88739,0.5912468
CD53,0.82137966,0.16581704,-0.013603593,0.43805704,-0.007203143,-0.011250591,-0.003888117,-0.0012781266,-0.0015595537,1.4506099,0.015787274,-0.013600277,0.8928249,1.0741687,0.80519086,0.7767077
CD55,0.034806445,0.22909455,-0.01484806,0.70785636,-0.005630939,-0.015259418,0.0076165237,0.5405123,0.002442509,1.6029652,0.4143651,-0.014226854,1.3253624,1.3956332,0.7722991,-0.00019624493
CD58,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
CD59,-0.027090356,5.395919,-0.052240696,-0.038070537,-0.041594215,-0.056262054,5.979349,5.9443426,7.565457,6.6470876,2.7345593,-0.07783303,6.482601,7.4419413,-0.028234392,-0.050422795
CD6,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
CD63,0.21327868,0.11048884,-0.011809773,0.608141,-0.0064520827,-0.013506068,-0.0005238432,0.21315643,-0.00016136914,1.4111624,0.11872657,-0.015454267,1.0959191,1.3560722,0.74579203,0.16302729
CD68,-0.004662917,0.8594268,-0.012917789,0.10616716,-0.0072672646,-0.0154396435,0.8190346,1.1173332,0.887329,1.4545544,0.61548656,-0.013332445,1.2910124,1.3826851,-0.0014251393,-0.008444323
CD69,0.1760847,0.32278302,-0.01656073,0.500999,-0.007980264,-0.0162368,0.28156352,0.47497094,0.21732986,1.775895,0.35525233,-0.016935568,1.3765472,1.575066,0.7338735,0.027370691
CD7,-0.010281682,1.6854131,-0.022729725,-0.005161603,-0.010013045,-0.02523174,1.8419485,2.0604427,2.073657,2.4573283,0.9200777,-0.025568902,2.330512,2.741846,-0.008039193,-0.015218956
CD70,0.80224097,0.22315158,-0.013120959,0.33163366,-0.007294104,-0.010957417,-0.003658514,-0.0016137881,-0.00075400656,1.4017814,0.014576361,-0.01259787,0.84444356,0.96100986,0.7210116,0.78974974
CD72,-0.01052214,3.9446254,-0.043683164,-0.02229345,-0.034029752,-0.047526293,4.2853575,3.647328,5.344192,4.822284,1.5912752,-0.0627934,4.586481,5.4553394,-0.016756274,-0.031275883
CD74,0.7505091,0.16803727,-0.012580627,0.5175844,-0.0062241033,-0.010677297,-0.004322684,-0.0010489573,-0.0025159165,1.3244185,0.09247325,-0.011156955,0.8456903,0.9304904,0.79553795,0.7078549
CD79A,-0.023296017,5.555133,-0.055525295,-0.037575178,-0.04468282,-0.06468597,6.2094693,5.827586,7.9003863,6.9056287,2.5209215,-0.08504564,6.4351187,7.3917065,-0.02647173,-0.049256504
CD79B,-0.023283018,5.5528445,-0.05552068,-0.037576307,-0.044680346,-0.06468317,6.2074704,5.8296537,7.9018764,6.9053025,2.5183723,-0.085061684,6.4344616,7.391546,-0.0264583,-0.049270228
CD81,-0.023286339,5.5547433,-0.055528697,-0.03758022,-0.044683244,-0.0646836,6.2099895,5.8288765,7.901136,6.9059033,2.5191154,-0.08503544,6.4346976,7.3915744,-0.026475305,-0.049254406
CD82,-0.023268394,5.553187,-0.05552731,-0.03757287,-0.04468813,-0.0646801,6.2066984,5.8271685,7.898937,6.90854,2.5191293,-0.085075565,6.4353456,7.391256,-0.026444344,-0.049224515
CD83,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
CD84,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
CD86,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
CD8A,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
CD8B,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
CD9,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
CD93,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
CD96,-0.023879513,5.5871243,-0.054875363,-0.03823755,-0.045680154,-0.063490815,6.185129,5.936914,7.9971075,6.7646613,2.381884,-0.08454408,6.3390136,7.2143874,-0.027110917,-0.049982
CD99,0.20112458,0.20706807,-0.014967971,0.7319838,-0.0057444796,-0.015324793,-0.00053490885,0.36960667,-0.00013661227,1.5795344,0.37966585,-0.0144100115,1.332224,1.4038216,0.7867759,0.09658874
CDA,-0.023033692,5.777351,-0.058203906,-0.037700556,-0.04317497,-0.05996657,5.5856338,5.44578,7.528302,7.1719065,2.6530979,-0.08073578,6.633063,6.9589343,-0.029856,-0.044686202
CDC14A,-0.023286339,5.5547433,-0.055528697,-0.03758022,-0.044683244,-0.0646836,6.2099895,5.8288765,7.901136,6.9059033,2.5191154,-0.08503544,6.4346976,7.3915744,-0.026475305,-0.049254406
CDC14B,0.5203489,0.089254,-0.012581932,0.6320109,-0.0059560672,-0.012238419,-0.004497087,0.13228838,-0.0026280766,1.4332886,0.1246779,-0.012871499,0.9391033,0.99124354,0.8572315,0.49453184
CDC16,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
CDC20,0.9535953,0.118115306,-0.010225127,0.34414604,-0.0046626125,-0.0088417325,-0.006918761,-0.0035181427,-0.0038047028,1.2502692,-0.00049628125,-0.013343671,0.7069703,0.64670277,0.8254535,0.8745576
CDC25B,-0.006586884,1.739638,-0.01880256,-0.0047113826,-0.009390207,-0.02402116,1.6902214,1.623579,2.0657957,2.2946656,0.5252984,-0.023332417,2.2877138,2.2140398,-0.0076618386,-0.013016641
CDC25C,0.87867844,0.13392752,-0.013282385,0.49169824,-0.00688167,-0.011228894,-0.005202928,-0.0020128516,-0.0022266626,1.413112,-7.1049035e-05,-0.012828159,0.8601553,0.96562594,0.8357665,0.8593105
CDC34,0.08517104,0.27024615,-0.015385628,0.59419674,-0.0071432404,-0.015856383,0.05939555,0.5478339,0.13298513,1.7409283,0.35746992,-0.015663525,1.4003443,1.4484847,0.71691054,-1.6045495e-05
CDC37L1,0.16238979,0.2244386,-0.013157123,0.37275374,-0.0070994794,-0.013232985,-0.0009374524,0.55334663,0.09134046,1.6523355,0.25919685,-0.01476806,1.0886558,1.2141026,0.63145924,0.14727834
CDC42BPA,0.8425992,0.17992172,-0.013261949,0.3769989,-0.0071845464,-0.011138891,-0.0041745133,-0.0020047382,-0.0011067302,1.4146434,0.009014219,-0.012731019,0.8567321,0.99753565,0.74363816,0.83755
CDC42BPB,0.762165,0.11382762,-0.013141193,0.5658924,-0.0067060725,-0.012090416,-0.0038084972,-0.0011105895,-0.0019585318,1.4662915,0.068227485,-0.013408125,0.9354367,1.0718535,0.86053884,0.68959874
CDC42EP1,-0.00087926595,0.32333913,-0.016165541,0.59764534,-0.007256822,-0.016652552,0.3393759,0.77493614,0.17041135,1.6827128,0.4880551,-0.015870376,1.385901,1.5949714,0.6638193,-0.0027924865
CDC42EP2,0.46102256,0.044878043,-0.012635903,0.52015424,-0.009757931,-0.0149795525,0.0059597082,0.3610562,-0.00028950354,1.3690859,0.20888737,-0.014618686,0.951403,1.4069303,0.51813716,0.019276083
CDC42EP3,0.0067273173,0.29348016,-0.013975867,0.6150823,-0.00576437,-0.01457628,0.22546455,0.56970376,0.17311081,1.3679768,0.4375348,-0.011973962,1.2056751,1.3642427,0.5358678,-0.0017819849
CDC42EP4,0.5965748,0.17392947,-0.014304451,0.5372499,-0.007157135,-0.012736768,-0.0029863685,0.11937414,-0.0012225761,1.5911076,0.1301523,-0.014644683,1.0581602,1.2342349,0.8237373,0.55102915
CDC42SE2,-0.0021237219,0.3196933,-0.01577895,0.6215022,-0.006482319,-0.016892383,0.27658802,0.8151817,0.21119723,1.7448756,0.51444995,-0.015965557,1.4944522,1.6000952,0.637433,-0.0030574799
CDC45,0.8772481,0.13206878,-0.013012599,0.4028143,-0.006919937,-0.010946658,-0.0048915637,-0.002448267,-0.0015808778,1.3755141,0.0070512295,-0.012246694,0.8164267,0.97954047,0.7430994,0.88810945
CDC6,0.87868977,0.148968,-0.013103541,0.45929465,-0.006874394,-0.010897557,-0.0050779167,-0.0021008863,-0.002046466,1.3851837,-8.808449e-05,-0.012549231,0.8436073,0.9597449,0.8033463,0.8613947
CDC73,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
CDCA2,0.844893,0.11815545,-0.01286208,0.47639173,-0.0067252223,-0.011144063,-0.0052771536,-0.0021641592,-0.0020983806,1.4023511,0.0054275393,-0.012571004,0.8443817,0.9338792,0.8260203,0.8521306
CDCA3,0.78584844,0.10892382,-0.01354258,0.5733328,-0.006334733,-0.011829627,-0.0045498013,-0.0014558388,-0.0020710486,1.4390898,0.08251373,-0.012530348,0.9382063,1.0672916,0.8280495,0.76746583
CDCA4,0.3730365,0.19152148,-0.012393595,0.52964383,-0.007873402,-0.014344229,0.10568762,0.42738563,-0.0012124168,1.5652759,0.35711318,-0.0135174645,1.0702678,1.1932563,0.67594725,-0.00015422485
CDCA5,0.8125217,0.13639927,-0.014083109,0.58738464,-0.007182992,-0.012347405,-0.00392582,-0.00073079974,-0.0021280048,1.5040174,0.04111033,-0.013969277,0.99774396,1.1422063,0.8632664,0.70550275
CDCA7,0.84730136,0.13822122,-0.013230543,0.4234609,-0.0069898516,-0.0113746645,-0.0045051,-0.0022480246,-0.001311033,1.4094493,0.030983567,-0.012548938,0.8642039,1.0273428,0.74835443,0.8496804
CDCA7L,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
CDCA8,0.8906328,0.16460308,-0.013031008,0.39818183,-0.0071606436,-0.010842996,-0.004740392,-0.002142611,-0.001699948,1.38862,-0.0002727884,-0.012765083,0.8166353,0.9351905,0.78291404,0.8653173
CDH1,0.68689215,0.10814885,-0.013212429,0.60204566,-0.006320475,-0.011856825,-0.0045625577,-0.00042617368,-0.0022876635,1.4689066,0.08159717,-0.013123617,0.97620225,1.0583953,0.8696643,0.6623007
CDH23,-0.010281682,1.6854131,-0.022729725,-0.005161603,-0.010013045,-0.02523174,1.8419485,2.0604427,2.073657,2.4573283,0.9200777,-0.025568902,2.330512,2.741846,-0.008039193,-0.015218956
CDH24,0.87289584,0.122835085,-0.01252377,0.37927973,-0.007172208,-0.010922745,-0.004655253,-0.002553935,-0.0014576933,1.3720167,0.0053686947,-0.012158399,0.7936973,0.94452816,0.75140214,0.8805862
CDHR1,0.8656371,0.10733613,-0.012850217,0.4114563,-0.006983405,-0.011062677,-0.005032209,-0.0026234644,-0.0016699668,1.3639697,0.013588116,-0.012220188,0.8159399,0.9493143,0.7782332,0.8931411
CDHR3,0.48907486,0.15373744,-0.014311214,0.65791285,-0.007323964,-0.014192631,-0.0023167834,0.2078934,-0.0012276159,1.5625278,0.14410986,-0.014980867,1.150314,1.2618514,0.8377341,0.35743347
CDIP1,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
CDK1,0.82761776,0.19507067,-0.01344185,0.39823413,-0.0072237384,-0.011112859,-0.0039728265,-0.0015650621,-0.0012853342,1.4285227,0.012033045,-0.013019323,0.8747446,1.0115592,0.7729363,0.8027727
CDK10,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
CDK11A,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
CDK11B,-0.010281682,1.6854131,-0.022729725,-0.005161603,-0.010013045,-0.02523174,1.8419485,2.0604427,2.073657,2.4573283,0.9200777,-0.025568902,2.330512,2.741846,-0.008039193,-0.015218956
CDK12,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
CDK13,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
CDK14,-0.0011216074,0.35401005,-0.014168075,0.51491064,-0.0065059024,-0.015702426,0.35439926,0.7239102,0.35111272,1.4844579,0.4831084,-0.013466458,1.2807182,1.4122808,0.4235459,-0.0031964418
CDK17,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
CDK2,-0.0006187374,0.26268452,-0.014430187,0.6460293,-0.004666274,-0.0137015,0.05965544,0.6096605,-4.356727e-06,1.4191371,0.46864188,-0.012039512,1.1803236,1.2636172,0.70045847,-0.00096584065
CDK2AP1,0.4059837,0.17180721,-0.013631802,0.5655999,-0.0068610096,-0.012990441,-0.0021545575,0.2577749,-0.0010215032,1.5242472,0.17101961,-0.014253772,1.0642818,1.1688322,0.8099381,0.33471078
CDK2AP2,0.15892425,0.28553548,-0.01549189,0.48839888,-0.008412197,-0.015171163,0.08226423,0.6330662,0.0701761,1.7645311,0.290439,-0.01689497,1.2731827,1.457319,0.72867817,0.012047343
CDK4,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
CDK5,0.16652712,0.2289267,-0.014586843,0.58287734,-0.0072446116,-0.014776028,-0.00056296965,0.51041675,0.01194898,1.6902195,0.29257998,-0.015570629,1.261648,1.3629783,0.7652261,0.090184174
CDK5RAP1,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
CDK5RAP2,0.33290285,0.24358508,-0.014839506,0.51024115,-0.007572928,-0.014309217,-0.00066962664,0.35764855,0.035528846,1.7212834,0.24546418,-0.01572399,1.2272004,1.3641928,0.7675866,0.25960112
CDK6,-0.018744005,5.4049425,-0.046023507,-0.03277812,-0.046792414,-0.05490324,5.228784,5.4243026,7.0375657,6.467381,1.8020698,-0.07135166,5.1674514,5.9399333,-0.01865762,-0.039501674
CDK9,-0.009510753,2.087391,-0.023964385,-0.009985271,-0.013742356,-0.028360005,1.6802251,1.8564949,2.8649387,3.1527138,1.2192292,-0.02985791,2.69051,2.884436,-0.010342918,-0.014734039
CDKL1,0.692139,0.0803646,-0.01208917,0.56854105,-0.007236085,-0.012194497,-0.002908555,-0.0023159792,-0.0013816884,1.3853997,-0.0014405303,-0.01565061,0.94905156,1.1768833,0.88747734,0.6559545
CDKN1A,-0.010666814,2.0659313,-0.023866596,-0.006395568,-0.01231897,-0.027060892,2.092394,2.2203672,2.3228524,2.6544836,0.940432,-0.028601034,2.4824014,2.84205,-0.009759129,-0.017325906
CDKN1C,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
CDKN2A,0.24292329,0.23463659,-0.014370621,0.5663346,-0.007291415,-0.013549125,-0.0008315239,0.5333629,-0.0006254662,1.5911907,0.27145836,-0.014671292,1.1362333,1.321001,0.7521503,0.12848264
CDKN2AIP,-0.013307193,2.65398,-0.028501984,-0.010881374,-0.017434612,-0.033517074,2.4163988,2.6541243,3.3177674,3.495352,1.2833582,-0.03807052,3.259254,3.4663835,-0.013546663,-0.022121847
CDKN2AIPNL,-0.031481374,4.3630657,-0.049573872,-0.023654396,-0.040005278,-0.056634225,4.88704,5.348534,7.070329,6.384319,2.909317,-0.0704609,6.2524467,6.399367,-0.015622485,-0.048330467
CDKN2B,0.73922694,0.12870099,-0.013273203,0.55257004,-0.0063939826,-0.011676903,-0.004565476,-0.0010238319,-0.0021485297,1.4573915,0.07222001,-0.013055639,0.94082916,1.0448304,0.85337794,0.72721595
CDKN2C,0.20079613,0.24133798,-0.012151918,0.43603644,-0.004680849,-0.012538272,-0.0021554758,0.42246634,-0.0014460173,1.6080132,0.28418875,-0.0166688,1.1634161,1.0752691,0.795839,0.09624875
CDKN2D,0.117672496,0.28667653,-0.015569772,0.5232473,-0.008061836,-0.015552965,0.09926662,0.614568,0.10464631,1.7788229,0.3157748,-0.016777927,1.3257117,1.4783864,0.7395786,-1.5765428e-06
CDKN3,0.49670476,0.1722828,-0.014267867,0.6379963,-0.0068679578,-0.013521128,-0.0026781273,0.18308197,-0.0015436411,1.5905199,0.17410219,-0.014599708,1.1301757,1.2266265,0.8689054,0.4229947
CDPF1,0.30821952,0.2640726,-0.015484648,0.49530813,-0.00806413,-0.014540928,0.0046770424,0.4534824,0.016526356,1.7365261,0.25671032,-0.016629558,1.2216632,1.4250712,0.7812782,0.18807378
