,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
MICU3,0.8263908,0.18289247,-0.012931337,0.38982108,-0.0070428574,-0.0108954245,-0.004315193,-0.0019620967,-0.0013172871,1.4012876,0.0024629235,-0.012619629,0.8447999,0.946036,0.7720319,0.8220808
MID1IP1,-0.0077346764,0.9586807,-0.015870005,0.04309302,-0.008928299,-0.020680353,0.9061271,1.4008949,1.3123232,1.9178578,0.7247121,-0.0182537,1.7549138,1.8214049,-0.0030166942,-0.010714071
MIDN,0.7914628,0.13472207,-0.012550917,0.5494573,-0.0061922213,-0.010702034,-0.004327233,-0.0010226092,-0.0026369435,1.2796574,0.08895296,-0.01108403,0.8037202,0.9477017,0.78625965,0.69764996
MIEN1,0.022995615,0.37813455,-0.014527968,0.34691712,-0.008538068,-0.017147996,0.5453346,0.65907943,0.5742795,1.5735813,0.47038245,-0.015165598,1.3396642,1.5230883,0.27268785,-0.0035826436
MIER3,0.88123935,0.14334156,-0.013050437,0.40068075,-0.007198717,-0.010982935,-0.004767748,-0.0023974073,-0.0014797193,1.3788624,-0.00019688979,-0.012757047,0.83391213,0.98200476,0.764083,0.8745299
MIF4GD,-0.023879513,5.5871243,-0.054875363,-0.03823755,-0.045680154,-0.063490815,6.185129,5.936914,7.9971075,6.7646613,2.381884,-0.08454408,6.3390136,7.2143874,-0.027110917,-0.049982
MIIP,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
MILR1,-0.01843256,5.136065,-0.051612422,-0.039093614,-0.047468018,-0.063899,5.747853,5.235738,8.048342,6.4882684,2.1285405,-0.08453454,5.968635,7.4329066,-0.03016386,-0.04460842
MINOS1,0.79074275,0.1654063,-0.01296456,0.43188393,-0.0069417623,-0.0110792015,-0.0043589543,-0.0011879444,-0.0018214299,1.4153043,0.031770863,-0.01284417,0.84422916,0.9652109,0.79324365,0.7669989
MINPP1,0.001511421,0.25495607,-0.01493705,0.54166955,-0.007389527,-0.016039593,0.27311245,0.42309743,0.23549011,1.6704286,0.24627104,-0.01784238,1.3875736,1.6538877,0.7155541,-0.00047405067
MIR1539,0.73725575,0.13132639,-0.013663762,0.59933096,-0.0066255843,-0.011454549,-0.004507335,-0.00020565338,-0.0027404344,1.4268161,0.06748916,-0.013122053,0.9340324,1.0870796,0.87073195,0.67863894
MIR155HG,0.46682584,0.16517001,-0.014530051,0.7050989,-0.006039088,-0.013904242,-0.0025146783,0.1827755,-0.0014392558,1.5482109,0.2529012,-0.013822175,1.1837254,1.2720531,0.8455525,0.3838846
MIR181A1HG,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
MIR181A2HG,-0.00015234183,0.2747981,-0.014715463,0.66203076,-0.006308356,-0.015669234,0.123215176,0.60587454,0.097174816,1.6452577,0.41851348,-0.01510446,1.4093221,1.4379072,0.70358866,-0.001438643
MIR210HG,0.843935,0.12340559,-0.012819288,0.5156398,-0.0068415217,-0.010909144,-0.004929509,-0.0014144119,-0.0025370114,1.3925862,0.0022381544,-0.012546587,0.84415203,0.9716183,0.83427906,0.7918976
MIR222HG,-0.010360162,1.7064954,-0.02262754,-0.0051445607,-0.010129921,-0.025273265,1.8563931,2.0483286,2.063063,2.438171,0.9089141,-0.025632761,2.3183053,2.7620876,-0.008135832,-0.015287125
MIR22HG,-0.010281682,1.6854131,-0.022729725,-0.005161603,-0.010013045,-0.02523174,1.8419485,2.0604427,2.073657,2.4573283,0.9200777,-0.025568902,2.330512,2.741846,-0.008039193,-0.015218956
MIR3142HG,0.80119646,0.21132019,-0.012949868,0.32835385,-0.0072718565,-0.0106753325,-0.0037510144,-0.0014439514,-0.0010138062,1.3986762,0.003769651,-0.012868643,0.82187074,0.9495954,0.7431455,0.7835328
MIR3179-3,0.8758514,0.126164,-0.012895518,0.46256366,-0.0067138937,-0.010781498,-0.005273489,-0.0023271153,-0.0021091257,1.3689016,-8.500814e-05,-0.012434589,0.8289899,0.9469155,0.8057279,0.8720085
MIR3681HG,0.8562756,0.19902216,-0.012750041,0.3290993,-0.0073193633,-0.010617815,-0.0041847257,-0.0020215914,-0.0011302853,1.3710923,-0.00028551996,-0.012600351,0.8026954,0.913409,0.73441726,0.83318466
MIR3945HG,0.8866965,0.1507675,-0.012964258,0.37246838,-0.0072658625,-0.01083254,-0.0046564136,-0.002354833,-0.0014304206,1.371189,-0.00023531466,-0.012611168,0.8149542,0.96289825,0.7503504,0.8778383
MIR4432HG,0.83365166,0.06235316,-0.0126757305,0.4166889,-0.006796775,-0.011177798,-0.0050468678,-0.0027320283,-0.0016218411,1.3205004,0.04681898,-0.011777469,0.8178353,0.9518548,0.77526903,0.88921535
MIR4435-2HG,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
MIR762HG,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
MIR9-3HG,0.85762584,0.19667956,-0.013134299,0.29655895,-0.0074451324,-0.010851953,-0.003853048,-0.002122538,-0.0007825184,1.3532186,-8.044139e-05,-0.01236323,0.8146085,0.9701261,0.6860351,0.84810233
MIS12,-0.019961305,5.6358776,-0.05690293,-0.03706336,-0.04181351,-0.06004648,6.3681436,5.3984294,7.644718,6.5008855,2.740451,-0.080527246,6.120859,7.279937,-0.024322424,-0.046350233
MIS18BP1,-0.0029178977,0.3770406,-0.0102624735,0.1940621,-0.007477425,-0.015286524,0.3599618,0.8397909,0.643836,1.4680922,0.47199374,-0.012844699,1.1139122,1.1332742,0.057465386,-0.005000389
MITF,0.8962187,0.12581967,-0.0129253585,0.4528007,-0.0072264103,-0.011061702,-0.0051220297,-0.002152028,-0.0021045597,1.3963032,-0.00041631624,-0.013049841,0.8303586,0.93579453,0.82921785,0.8603751
MKI67,0.7830804,0.089476645,-0.011692439,0.4695706,-0.0059136376,-0.0106048435,-0.0052010273,-0.0020066546,-0.0020054698,1.3486489,0.04430361,-0.011408521,0.79497224,0.899797,0.76030636,0.8137516
MKL1,0.36721745,0.24439724,-0.016547143,0.71194756,-0.0061084954,-0.014283595,0.041661378,0.28296357,-0.0009981646,1.5170151,0.40351534,-0.014514327,1.2103926,1.474779,0.8858186,0.22092995
MKL2,0.24752662,0.25625065,-0.015433284,0.5672171,-0.007411008,-0.014803139,-6.0462576e-06,0.45011735,0.004156068,1.7103918,0.30213588,-0.016104855,1.2390726,1.4160156,0.8130892,0.16044539
MKNK1,-0.027090356,5.395919,-0.052240696,-0.038070537,-0.041594215,-0.056262054,5.979349,5.9443426,7.565457,6.6470876,2.7345593,-0.07783303,6.482601,7.4419413,-0.028234392,-0.050422795
MKRN1,0.15130433,0.24449284,-0.01557076,0.63781875,-0.006700581,-0.015545664,0.0050654337,0.4944178,0.038700007,1.7109522,0.3600375,-0.015735323,1.3362914,1.4698446,0.78274596,0.08926084
MKRN2,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
MLC1,-0.01632454,5.656797,-0.04812432,-0.036719747,-0.043500394,-0.06239706,5.922961,5.0047855,7.886392,6.5987415,1.7749566,-0.08082601,6.354854,6.396551,-0.025758084,-0.045097496
MLEC,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
MLF1,0.8020865,0.1920414,-0.013167754,0.39027038,-0.0070136655,-0.011120613,-0.0039173476,-0.0016879322,-0.0011778737,1.430865,0.032246545,-0.012704404,0.87041384,0.9816998,0.76794803,0.79630244
MLH3,-0.0014891105,0.1835641,-0.013818072,0.2880223,-0.0069064894,-0.012888054,0.44577855,0.40215105,0.4668606,1.4039111,0.5634005,-0.011525899,1.5237689,1.6920121,0.38647127,-0.0014679121
MLKL,-0.0034447105,0.41067103,-0.016977586,0.5201781,-0.0071137976,-0.017515454,0.5681472,1.0267024,0.35883355,1.70542,0.60514927,-0.016249001,1.465925,1.7634344,0.49985892,-0.00521847
MLLT11,0.027561799,0.19189742,-0.012828989,0.53138113,-0.005931996,-0.014248641,-0.0013687096,0.5643801,0.10346323,1.6399287,0.35312623,-0.01363756,1.2242805,1.2620878,0.60940945,0.060722508
MLLT3,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
MLLT6,-0.008584821,2.5751996,-0.027460082,-0.008487933,-0.016781658,-0.027542865,2.2983067,2.2973447,2.9603417,2.9972522,1.1525695,-0.03314178,2.880927,3.063666,-0.008307612,-0.01956352
MLXIP,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
MLXIPL,0.8769251,0.14726275,-0.013275998,0.42893106,-0.0070889913,-0.011152978,-0.0048192283,-0.0021761353,-0.0017301851,1.4067498,-5.680114e-05,-0.0127960695,0.84155905,0.9642828,0.79948735,0.86881804
MLYCD,0.055219684,0.2905896,-0.016241794,0.5957484,-0.00802543,-0.0165967,0.11541997,0.70201015,0.10900518,1.8087853,0.35493112,-0.017073665,1.4326246,1.5616341,0.7213154,-0.00091356505
MMAB,-0.0029178977,0.3770406,-0.0102624735,0.1940621,-0.007477425,-0.015286524,0.3599618,0.8397909,0.643836,1.4680922,0.47199374,-0.012844699,1.1139122,1.1332742,0.057465386,-0.005000389
MMD,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
MME,0.86427987,0.17850272,-0.012964403,0.36992413,-0.0072207134,-0.010815978,-0.0043707816,-0.0020853672,-0.0013293651,1.3922374,-0.00020656601,-0.01276552,0.82681036,0.9564084,0.7556574,0.8458953
MMEL1,0.37266186,0.18483528,-0.01478765,0.73139226,-0.006090409,-0.014221476,-0.0021308707,0.2629798,-0.0011435308,1.5350288,0.23095569,-0.014085817,1.2273445,1.2687488,0.85509235,0.29301596
MMP11,-0.00028395097,0.26606086,-0.014691166,0.6695795,-0.0050337855,-0.014483197,0.08634923,0.6260016,-3.3895e-05,1.4461701,0.47328997,-0.013438842,1.2748798,1.3686364,0.6772905,-0.0017683388
MMP14,0.8423691,0.15400818,-0.012967353,0.3805237,-0.007123164,-0.010991366,-0.0044951844,-0.0021806825,-0.0014250225,1.3855672,0.010246456,-0.012412758,0.82760304,0.93285096,0.77982736,0.8563082
MMP15,0.8487468,0.12646438,-0.012824549,0.4576795,-0.0067405915,-0.011040344,-0.0052762255,-0.0022121784,-0.0020219192,1.3944334,-4.5922397e-06,-0.012509492,0.83250445,0.9220524,0.8143835,0.8594509
MMP17,0.01922163,0.43423113,-0.019206783,0.5227878,-0.009277168,-0.018029904,0.52340174,0.83918947,0.27201065,1.8974746,0.4850875,-0.019297931,1.5150547,1.8558198,0.73140013,-0.0026562691
MMP23B,0.014598211,0.2549717,-0.014920614,0.54519385,-0.005751133,-0.01478202,-0.0004796233,0.5606841,0.12173232,1.611162,0.4060588,-0.014087157,1.286584,1.361529,0.63421285,0.053656466
MMP24,0.87857103,0.15357548,-0.013141637,0.44916683,-0.0073147947,-0.01104131,-0.0048817205,-0.0016128353,-0.0020536399,1.4116681,-0.00056580437,-0.013406777,0.849766,0.94532615,0.8318397,0.8233938
MMP24-AS1,-0.0008375972,0.3170006,-0.015897209,0.57398605,-0.007430969,-0.016387453,0.22768961,0.7442547,0.17947498,1.7634276,0.4120245,-0.016433014,1.4259307,1.5373024,0.7010263,-0.0019328218
MMP25,0.70133096,0.124118075,-0.0135797495,0.59128195,-0.0069365525,-0.011875949,-0.0042986865,0.032508355,-0.002399238,1.4859699,0.06246557,-0.013780019,0.9648042,1.1188414,0.86581194,0.6399706
MMP25-AS1,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
MMRN1,0.7379436,0.12735224,-0.012789033,0.5181959,-0.00634188,-0.011266515,-0.005038449,-0.00084100943,-0.0023696288,1.4173791,0.04729557,-0.012695224,0.8794108,0.94664466,0.836831,0.7359363
MNAT1,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
MND1,0.84886,0.12359263,-0.012856046,0.44889748,-0.006932315,-0.011087963,-0.0047909543,-0.0021343247,-0.0019179535,1.4056761,0.012966096,-0.012566525,0.841974,0.9478991,0.82133573,0.8465321
MNDA,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
MNT,0.07616064,0.2827678,-0.015584601,0.5652268,-0.0073586605,-0.015350789,0.09147909,0.6017341,0.07650674,1.7357707,0.36017275,-0.015972579,1.3275598,1.469271,0.7512408,-0.00010622158
MOAP1,-0.012862252,2.623051,-0.027268676,-0.009039631,-0.014652855,-0.029930478,2.4089332,2.4735055,3.007799,3.1148238,1.1432512,-0.033421624,3.004537,3.2066252,-0.012532134,-0.02080629
MOB1A,0.32942605,0.21235047,-0.014598435,0.6031792,-0.0068855253,-0.014069499,-0.001079902,0.32713783,-0.0006961957,1.6241581,0.26885474,-0.015004931,1.1615807,1.3100234,0.83555484,0.25779748
MOB1B,-0.0044285054,0.43572843,-0.016608164,0.39230686,-0.0068298187,-0.017316505,0.5925081,1.0377959,0.4477469,1.7579447,0.5867992,-0.016233014,1.4800278,1.7116185,0.44029284,-0.0053577702
MOB2,-0.018723499,4.247246,-0.053232726,-0.033801198,-0.040894907,-0.06099472,6.6800733,5.925206,6.376192,5.3900285,1.9545392,-0.072990976,5.1029983,7.244958,-0.025770085,-0.043855384
MOB3A,0.028735744,0.23407146,-0.013923561,0.6514402,-0.005893285,-0.0146740265,0.044608705,0.5751982,0.050947983,1.5307628,0.40749574,-0.013238733,1.2515364,1.3359193,0.6796671,-0.0007229927
MOB3B,0.16392013,0.2689812,-0.015575318,0.72510076,-0.007377149,-0.015418395,0.06536142,0.5921546,-0.00022895008,1.600698,0.33996302,-0.015032284,1.3170015,1.4622632,0.7826297,-0.00046419795
MOB3C,0.12244304,0.35254446,-0.016786687,0.4531647,-0.008891453,-0.016874842,0.33239394,0.6693086,0.27080187,1.8530898,0.3638246,-0.017856413,1.4168746,1.6127368,0.67111295,-0.00096467166
MOCS2,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
MOGS,-0.023295412,5.5544767,-0.05553409,-0.037569094,-0.04467566,-0.0646812,6.209197,5.8290043,7.9011946,6.9056373,2.5197916,-0.0850459,6.435597,7.3923826,-0.02646992,-0.04925247
MON1A,0.42709833,0.19769537,-0.014912513,0.7002401,-0.006855309,-0.014440955,-0.0018672453,0.25489253,-0.00100832,1.596611,0.19569832,-0.014695663,1.2280066,1.2944525,0.85773003,0.32468623
MON2,0.19027585,0.2707261,-0.016686086,0.18538992,-0.0073956624,-0.014878372,0.17226103,0.6246573,0.18275502,1.7280203,0.3978873,-0.015433244,1.067666,1.3283935,0.59199053,0.1330623
MORC2,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
MORC2-AS1,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
MORN2,-0.010880631,1.6813203,-0.021765148,-0.0058373176,-0.009578564,-0.025871329,1.898691,1.9779038,2.1609871,2.507208,0.99071425,-0.025344193,2.3022542,2.7268724,-0.008710312,-0.015183349
MORN3,0.14544076,0.25919342,-0.016019765,0.71017337,-0.007432244,-0.015873497,0.05998832,0.5872333,0.0048795417,1.6602918,0.34039056,-0.015888788,1.3548938,1.5204259,0.7952287,-0.000229844
MOSPD2,0.059410002,0.3042529,-0.014946312,0.40585628,-0.007848984,-0.014659765,0.13328195,0.65288717,0.16353196,1.7322364,0.31965297,-0.016090563,1.2293334,1.4155885,0.6596028,-0.00015819698
MOSPD3,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
MOV10,0.41696504,0.2307604,-0.015417337,0.55179197,-0.008326361,-0.014558091,-0.00097120955,0.42601824,-0.00040815747,1.6932634,0.19977017,-0.016565626,1.1994148,1.3926166,0.7956227,0.24346554
MOXD1,0.888239,0.15403163,-0.012959378,0.429896,-0.0073106047,-0.010936686,-0.004890169,-0.0018788233,-0.0019668015,1.4010521,-0.0005651933,-0.013244889,0.8332985,0.92309934,0.8241108,0.8386514
MPC1,0.0928846,0.4269892,-0.017621512,0.50243556,-0.008775985,-0.017912166,0.6001215,0.66424334,0.4519408,1.6477609,0.48646784,-0.016900444,1.4843003,1.7518328,0.48482496,-0.0032635524
MPDU1,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
MPEG1,-0.0028493865,0.69327736,-0.014170342,0.38893363,-0.0056445366,-0.014653459,0.6032993,0.8893772,0.4604401,1.3359228,0.56271845,-0.012059882,1.1640196,1.3335152,0.20409717,-0.00521264
MPHOSPH10,-0.023302022,5.555835,-0.055542707,-0.037583333,-0.044673685,-0.06468157,6.2084994,5.827591,7.902019,6.9053426,2.519849,-0.08503424,6.434157,7.3904247,-0.026463384,-0.049266074
MPHOSPH8,0.16831368,0.30835417,-0.014799306,0.33438042,-0.008115927,-0.014118403,0.116168454,0.5803431,0.18604782,1.702178,0.2578339,-0.016204285,1.1554536,1.374281,0.66972244,0.08907693
MPHOSPH9,-0.022141106,5.5539975,-0.05452748,-0.03776156,-0.0455177,-0.06431215,6.2909575,5.8291087,7.788925,6.8514376,2.5330112,-0.084128276,6.3273473,7.2929745,-0.026678847,-0.050049596
MPI,-0.006846441,2.1156287,-0.016889576,-0.008385605,-0.00664934,-0.018846268,1.5389862,1.6530671,1.8531741,2.1392922,0.9617178,-0.024525622,1.9604995,1.8557769,-0.008614196,-0.014539823
MPND,-0.0005515508,0.30377585,-0.015026501,0.6432237,-0.007005692,-0.016392266,0.19355035,0.6842657,0.15911198,1.701285,0.42781007,-0.015680466,1.4370297,1.4897794,0.6742036,-0.0020836717
MPO,0.8779757,0.09103882,-0.012943991,0.46442148,-0.006761754,-0.011107776,-0.0053282804,-0.0026487596,-0.0019395944,1.3676052,0.009253994,-0.01238536,0.8345761,0.98908246,0.7883359,0.89244825
MPP1,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
MPP6,-0.000592418,0.30901992,-0.01339241,0.28413382,-0.007269554,-0.016575944,0.2773677,0.49126697,0.35354736,1.8931286,0.47486222,-0.016175028,1.2251654,1.4304132,0.53627884,-0.00018670649
MPP7,-0.0055627525,1.4672328,-0.019015629,-0.0008520542,-0.009583977,-0.021316718,1.2571716,1.368287,1.5499195,1.9817787,0.63585323,-0.022346975,1.8929476,2.1378696,-0.0038910727,-0.010519081
MPPE1,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
MPRIP,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
MPRIP-AS1,-0.0029178977,0.3770406,-0.0102624735,0.1940621,-0.007477425,-0.015286524,0.3599618,0.8397909,0.643836,1.4680922,0.47199374,-0.012844699,1.1139122,1.1332742,0.057465386,-0.005000389
MPST,-0.027090356,5.395919,-0.052240696,-0.038070537,-0.041594215,-0.056262054,5.979349,5.9443426,7.565457,6.6470876,2.7345593,-0.07783303,6.482601,7.4419413,-0.028234392,-0.050422795
MPZ,0.87528324,0.17414956,-0.013133053,0.40295833,-0.0071168235,-0.010845868,-0.004581742,-0.0019322311,-0.0015680616,1.3907164,-0.000121885685,-0.012660619,0.8418089,0.96961105,0.7652119,0.8483434
MPZL1,-0.00028400208,0.268941,-0.013887526,0.6506624,-0.007222634,-0.014546823,0.039690994,0.6505507,0.02815073,1.6428447,0.3107894,-0.013703293,1.1820563,1.2538912,0.816956,-0.0003028112
MPZL2,0.85465753,0.14973962,-0.013201089,0.42863694,-0.006814881,-0.011020722,-0.004857508,-0.0021759607,-0.0016416332,1.3963963,0.0144144595,-0.012462757,0.85141367,0.9842815,0.77139604,0.8647182
MPZL3,0.19051507,0.1933729,-0.013996808,0.55613106,-0.006545708,-0.014950189,-0.00023117736,0.4265973,0.059697296,1.6538613,0.33292615,-0.014956074,1.2412888,1.3503752,0.7074806,0.11253192
MR1,0.0524811,0.26772103,-0.015565879,0.31462958,-0.008541831,-0.01735629,0.5677841,0.34095693,0.6450616,1.5411353,0.44942576,-0.015353864,1.4988263,1.6657146,0.48010933,-0.00084692345
MRAS,0.73059094,0.14418335,-0.013526032,0.54192626,-0.0070231664,-0.012035448,-0.004238632,-0.0004566324,-0.0019055074,1.5075357,0.04437659,-0.013903799,0.9825518,1.078941,0.8551867,0.6839976
MRC1,0.85436046,0.15221955,-0.012744006,0.3319455,-0.0073484653,-0.010849583,-0.004324519,-0.002434894,-0.0011060263,1.3509823,0.0005335361,-0.012207342,0.8054082,0.94232434,0.7274802,0.86637646
MRE11A,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
MREG,0.7342634,0.22664231,-0.0109970225,0.2856345,-0.009755373,-0.0078165075,-0.005280719,0.07734701,0.044522338,1.0235004,-0.0037684632,-0.011418189,0.5701833,0.48366666,0.6490115,0.6371997
MRFAP1L1,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
MROH6,0.8326766,0.14430931,-0.013665864,0.55311686,-0.0070106257,-0.0112569425,-0.0047780126,-0.0009821381,-0.0024812093,1.3911409,0.011833638,-0.012925157,0.89374924,1.048987,0.8390528,0.765642
MRPL1,-0.0055627525,1.4672328,-0.019015629,-0.0008520542,-0.009583977,-0.021316718,1.2571716,1.368287,1.5499195,1.9817787,0.63585323,-0.022346975,1.8929476,2.1378696,-0.0038910727,-0.010519081
MRPL10,-0.023283018,5.5528445,-0.05552068,-0.037576307,-0.044680346,-0.06468317,6.2074704,5.8296537,7.9018764,6.9053025,2.5183723,-0.085061684,6.4344616,7.391546,-0.0264583,-0.049270228
MRPL12,-0.00066095963,0.30958262,-0.011818445,0.4143679,-0.00650545,-0.014376606,0.23179421,0.60952485,0.4109071,1.3236872,0.32882446,-0.013427483,1.1091201,1.176903,0.41142333,-0.003283574
MRPL13,-0.022766624,5.7920756,-0.058448587,-0.037927706,-0.042967293,-0.05970231,5.6228266,5.445729,7.5357947,7.1697288,2.680653,-0.0808735,6.6602035,6.9834437,-0.03000223,-0.044549827
MRPL15,-0.023344167,5.5483804,-0.055553015,-0.03755013,-0.04480938,-0.064610116,6.2210684,5.8207088,7.9162374,6.905842,2.520179,-0.085165836,6.4500003,7.388645,-0.026390783,-0.049312327
MRPL16,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
MRPL17,-0.019961305,5.6358776,-0.05690293,-0.03706336,-0.04181351,-0.06004648,6.3681436,5.3984294,7.644718,6.5008855,2.740451,-0.080527246,6.120859,7.279937,-0.024322424,-0.046350233
MRPL22,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
MRPL23,0.23955697,0.30678764,-0.015474767,0.68601906,-0.0066030626,-0.015605328,0.09424087,0.32183713,0.16539198,1.4680135,0.30827877,-0.014776393,1.297242,1.3975778,0.6751056,0.06794406
MRPL27,-0.023302022,5.555835,-0.055542707,-0.037583333,-0.044673685,-0.06468157,6.2084994,5.827591,7.902019,6.9053426,2.519849,-0.08503424,6.434157,7.3904247,-0.026463384,-0.049266074
MRPL28,0.12937516,0.3204793,-0.016228879,0.4925129,-0.008018165,-0.0153992195,0.1288509,0.6568219,0.11477938,1.8052938,0.35202247,-0.016914604,1.3269342,1.5075805,0.73801345,0.011312075
MRPL33,0.27948412,0.33942398,-0.012100642,0.6091133,-0.006668248,-0.013820333,0.2296008,0.40924066,0.15698275,1.1395231,0.19353414,-0.011141515,1.0539204,1.070307,0.49129754,-0.0016162749
MRPL36,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
MRPL46,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
MRPL48,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
MRPL49,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
MRPS10,-0.020792913,5.0833645,-0.052554965,-0.027881369,-0.0376927,-0.063225985,5.965202,4.8334813,6.9780755,5.878435,1.552637,-0.074899174,5.7378073,7.170046,-0.0233842,-0.041485973
MRPS12,-0.023302022,5.555835,-0.055542707,-0.037583333,-0.044673685,-0.06468157,6.2084994,5.827591,7.902019,6.9053426,2.519849,-0.08503424,6.434157,7.3904247,-0.026463384,-0.049266074
MRPS14,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
